patent_id,score,confidence,justification,tokens_in,tokens_out,elapsed
9448990,0.95,high,"The claim applies established N-gram language model techniques (probability calculation, blending based on divergence) to a web crawling and suggestion environment without disclosing any improvement to the machine learning model itself.",709,212,4.02
9188968,0.85,medium,"The claim recites 'creating a plurality of noise adjusted analytical models' and 'deriving a set of inferred analytical model parameters' with iterative updating, which applies established analytical modeling techniques without disclosing a technological improvement to the model itself.",498,373,7.2
9160742,0.95,high,"The claim applies a standard naïve Bayes model to an authentication context without disclosing any technological improvement to the model itself, as shown by 'the risk score includes a naïve Bayes model that is based on i) the values of the set of attributes and ii) the value of the identifier of an authorized user'.",677,298,6.16
9044675,0.95,high,The claim applies generic data collection and weighting techniques to the new data environment of electronic game rating without disclosing any improvement to the machine learning model itself.,546,384,7.22
9380066,0.85,high,"The claim applies established machine learning and statistical methods (genetic programming, entropy rate comparison) to a new domain (malware detection) without disclosing any improvement to the underlying models.",565,244,4.74
9400936,0.95,high,"The claim applies standard machine learning techniques, such as 'classifier trained as a trained classifier in an offline phase' and 'optical character recognition', to the new data environment of vehicle side images without disclosing any technological improvement to the model itself.",568,221,5.31
9483591,0.1,high,"The claim recites specific steps for chip reliability assurance such as 'verifying a parity', 'traversing a netlist back from a plurality of netlist outputs', and 'generating an assertion indicative of a parity validity', which are not established machine learning techniques but rather a technological improvement in hardware verification.",508,318,6.53
9495787,0.9,high,"The claim recites 'selectively embed at least a portion of the data representing the simulated emotion in the data representing the text stream to form data representing an emotive text stream,' which applies established data embedding techniques to a new domain without disclosing an improvement to the underlying machine learning model.",445,251,5.26
9342869,0.9,high,The claim recites 'determining a plurality of patch-based image priors' and 'calculating ... informed candidate linear classifiers' which apply established machine learning techniques to a new data environment without disclosing a technological improvement to the model itself.,481,328,5.88
9524468,0.95,high,"The claim applies generic machine learning steps (affiliation vectors, probability model, parameter estimation, score selection) to a dependency matrix without disclosing any improvement to the model itself.",606,262,5.05
9373330,0.25,medium,"The claim recites 'representing the respective uncertainties of acoustic coverage in a manner that allows for efficient memory usage by discarding dependencies,' which suggests a specific improvement in representation rather than merely applying established ML to a new data environment.",600,235,5.12
9277278,1.0,high,"The claim uses 'calculating a correlation' and 'determining that the correlation exceeds a predetermined threshold', which are established statistical techniques applied to audience measurement data without disclosing any technological improvement to the models themselves.",550,284,6.18
9298855,0.2,high,"The claim recites a specific technical improvement: 'computing an overall display overlap metric based on a visual overlap metric and a semantic overlap metric and regulating the overall display overlap metric to allow more overlap for a data browsing display application and less overlap for a data filtering display application', which goes beyond merely applying established ML to a new data environment.",553,229,5.27
9245038,0.95,high,The claim applies established machine learning techniques (n-gram matching and probability determination) to a new data environment (social network queries) without disclosing any technological improvement to the model itself.,589,306,5.85
9298172,0.9,high,"The claim describes a standard machine learning approach (weighted function approximator using exponential distance and iterative training) without disclosing any improvement to the model itself, merely applying it to a new data environment.",983,281,5.55
9298513,0.95,high,"The claim recites a mechanism for node differentiation/specialization using a look-alike software module, which applies established software modularization and dynamic configuration techniques to enterprise application deployment without disclosing any improvement to a machine learning model itself.",599,236,4.73
9286153,0.95,high,"The claim recites 'periodically submitting a plurality of static questions to the QA system' and 'monitoring a performance of the QA system based on the received responses', which applies generic monitoring techniques to a QA system domain without disclosing any technological improvement to the underlying machine learning model.",485,235,4.54
9348899,0.95,high,"The claim recites applying established machine learning classification to digital content with user-driven feedback and performance metrics, without disclosing any improvement to the model itself, such as a new architecture, loss function, or training procedure.",718,194,3.81
9286489,0.95,high,"The claim recites 'associating the policy group with a determinant group comprising data items from customer data' and 'selecting a highest possible priority value by evaluating the determinant group against input customer data or system internal data to specify a policy selection' without disclosing any improvement to machine learning models, instead applying established data association and priority selection to a business environment.",439,277,5.29
9378755,0.85,high,"The claim recites generating probabilistic models that model features of speech dynamically over time, which is an established machine learning technique applied to voice activity detection without disclosing a technological improvement to the model itself.",561,376,6.94
9384236,0.1,high,"The claim recites a specific method for translating parameterized database queries between languages using random value generation and placeholder replacement, which is a technological improvement to query translation itself, not an application of established machine learning to a new environment.",561,206,4.67
9317760,0.95,high,"The claim recites 'determining a posterior probability associated with each of one or more possible characters,' which applies established machine learning techniques (posterior probability calculation) to a new data environment (education assessment system) without disclosing any improvement to the machine learning model itself.",504,200,4.22
9335883,0.9,high,The claim language 'determine that a size prominence of the search result item is to be modified based on a click-through rate associated with the search result item exceeding a threshold value' applies established methods without disclosing improvements to the model.,586,249,5.13
9405840,0.9,high,"The claim recites steps for extracting domains and identifiers from website addresses and matching based on confidence codes, which applies established data processing techniques to a new business domain (matching local entities to social network addresses) without disclosing any improvement to the underlying machine learning models.",710,272,6.02
9462010,0.95,high,"The claim recites 'determining a threat assessment level... based on the information... satisfying a set of threshold criteria' and then performing resource allocations, which applies established techniques to a new data environment (cloud security) without disclosing any technological improvement to a machine learning model.",670,259,5.34
9299022,0.9,high,"The claim applies established machine learning techniques (neural networks as finite state machines) to a robotic control environment without disclosing any specific improvement to the model architecture, training, or representation.",539,213,4.22
9495640,0.95,high,"The claim recites 'program instructions to create a plurality of clusters of storage volumes by utilizing unsupervised machine learning techniques to the at least one characteristic', applying established ML techniques to a new data environment without disclosing a technological improvement to the model itself.",844,217,4.2
9268665,0.95,high,"The claim applies established techniques (metrics, rank ordering, coupling distance, fault likelihood based on historical data) to a software engineering domain without disclosing any improvement to the machine learning model itself, resembling the ineligible application of established ML to a new data environment as in Recentive Analytics.",670,241,4.9
9514189,0.95,high,"The claim recites processing streamed raw data and providing search results without disclosing any technological improvement to machine learning models, resembling application of conventional techniques to a new data environment.",578,216,4.44
9373021,0.9,high,The claim applies established face recognition and similarity measurement techniques to a new data environment (images of the same person over time) without disclosing a specific technological improvement to the model itself.,641,265,5.56
9355636,0.95,high,"The claim recites steps such as 'compute a feature vector,' 'determine a score,' 'identify an acoustic model,' and 'generate automatic speech recognition results,' which apply established machine learning techniques to speech recognition without disclosing any improvement to the model architecture, loss function, or training procedure.",600,276,5.68
9355337,0.9,high,"The claim recites recursively partitioning and classifying image regions using at least one classifier and weights, which are established machine learning techniques applied to images without disclosing a specific technological improvement to the model.",442,318,5.8
9409039,0.85,high,"The claim recites 'training a dose prediction model based on the analysis' and 'predicting a plurality of dose parameters' without any disclosure of a technological improvement to the machine learning model itself, such as a new architecture or training procedure, indicating it applies established ML to a new data environment.",506,263,5.06
9230214,0.95,high,The claim applies established machine learning techniques (commercial intent scoring based on normalized values) to a new data environment (financial transactions) without disclosing specific technological improvements to the model.,650,235,4.75
9418319,0.9,high,"The claim applies established cascaded convolutional neural networks to candidate windows in an image without disclosing a specific improvement to the machine learning model itself, as seen in 'analyzing the multiple candidate windows using cascaded convolutional neural networks, the cascaded convolutional neural networks including multiple cascade layers'.",579,398,7.56
9527211,0.0,high,"The claim recites 'a multiple robot control architecture' with 'finite state machines' and 'actuator controllers', which are not machine learning techniques but rather a specific control system improvement.",542,473,8.38
9235799,0.95,high,"The claim recites 'error backpropagation procedure' and 'randomly initialized weights' for adding hidden layers, which are established machine learning techniques applied without disclosing any improvement to the model architecture or training methodology.",977,278,5.72
9501714,0.1,medium,"The claim recites 'assigning pixels within the at least a portion of the image to classes; based on the pixel assignments, determining a measure of within-class variation... and comparing the within-class variation measure and the between-class variation measure to determine the dispersion value', which describes a specific algorithmic improvement for feature generation based on dispersion, not merely applying generic machine learning.",527,529,10.02
9477905,1.0,high,"The claim recites 'incorporating an unsupervised feature selection algorithm with an image congealing algorithm' and executing them, which applies established machine learning methods to a new data environment without disclosing any technological improvement to the models themselves.",424,196,4.12
9245182,0.85,high,The claim recites 'generating a first semantic representation' and 'recursively identifying... a plurality of elements comprising semantic data' without disclosing any technological improvement to the underlying machine learning model.,454,335,6.41
9338295,0.95,high,"The claim recites 'monitoring... detecting input incompatible... categorizing a type... dynamically modifying the original script' without any disclosure of a technological improvement to a machine learning model, merely applying generic methods to a communication environment.",498,237,4.48
9378738,0.95,high,"The claim applies established machine learning techniques (predicting stability, content lattice) to a new data environment (spoken dialog turn-taking) without disclosing any improvement to the model itself.",473,232,4.84
9489593,0.2,medium,"The claim recites selecting a local region based on a rate of positions, which is a specific technical improvement to the training process, not mere application of established ML to a new data environment.",509,378,6.73
9491186,0.85,high,"The claim recites processing communication network data using 'one or more network information pattern models' and vector-quantizing based on contextual criteria, which applies established machine learning techniques to a new data environment (network hierarchies) without disclosing a specific technological improvement to the model itself.",507,173,4.18
9401145,0.2,medium,"The claim recites specific rule-based analysis of repetitions and thresholds to classify speech types, not applying established machine learning to a new environment.",661,487,9.43
9251590,0.15,high,"The claim recites a specific energy function and alignment procedure for camera pose registration, which constitutes a technological improvement to the tracking model itself rather than a mere application of established machine learning to a new data environment.",731,212,4.78
9229989,0.95,high,"The claim adjusts a first score based on load time measure using percentile thresholds and multiplier factors, which are established statistical techniques applied to a new data environment (search ranking with device attributes) without disclosing any improvement to the machine learning model itself.",678,216,3.86
9355462,0.1,medium,"The claim recites specific steps of generating Extended Gaussian Images and filtering using threshold values, which appear to be a concrete technical method for motion estimation rather than a generic application of machine learning.",650,473,8.72
9286540,0.95,high,The claim applies established techniques like partitioning and nearest neighbor search to image patches without disclosing any improvement to the underlying machine learning models.,559,193,3.91
9323723,0.9,high,"The claim recites 'creating a reading model based at least in part upon the reading-related feedback and the one or more text display-related characteristics' without specifying any improvement to the machine learning model itself, merely applying established ML techniques to a new data environment.",495,249,5.02
9342612,1.0,high,"The claim recites no improvement to machine learning models, instead applying known ranking and discounting techniques to a social networking environment.",528,203,4.38
9403273,0.9,high,"The claim applies established machine learning techniques (training demonstrations, feature extraction, segmentation, transition detection) to a new robotic application without disclosing a technological improvement to the machine learning model itself, as seen in 'extracting key features from the measured set of training data via a controller, including segmenting the measured set of training data into a time sequence of control primitives'.",590,297,5.38
9262295,0.95,high,The claim applies established weighting and conflict detection techniques to CI status values without disclosing any improvement to the machine learning model itself.,459,228,4.92
9396092,0.95,high,"The claim applies established programmatic code analysis and insertion techniques to a new data environment (software development feedback) without disclosing any technological improvement to a machine learning model, as seen in 'determine a plurality of modification hints in the original application program code; ... insert the plurality of additional user interface instructions based on locations of the plurality of modification hints.'",613,253,5.09
9448568,0.95,high,"The claim applies established machine learning techniques (using historical time and temperature values and external factors to compute an estimate) to a new data environment (HVAC time-to-temperature), without disclosing any technological improvement to the model itself.",565,168,4.06
9427868,0.0,high,"The claim recites a physical robot with a controller that modifies motion trajectory based on kinematic structure, which is a technological improvement rather than applying established ML to a new data environment.",481,272,5.21
9384453,0.95,high,"The claim recites applying established data processing and threshold filtering to engine diagnostics without disclosing any improvement to machine learning models, as seen in 'provide at least one potential repair solution in a subsequent engine diagnostic session based on the one or more reports.'",541,384,7.4
9400925,0.9,high,The claim recites 'applying multiple stages of convolution operations to a part patch' and 'concatenating the sets of feature data' which are standard CNN techniques applied to a new domain (human attribute recognition) without any improvement to the model itself.,639,364,7.32
9466024,0.95,high,"The claim recites 'applying the deviation as an input to a predictive model' and 'applying a data mining algorithm' without disclosing any technological improvement to the model itself, merely applying established machine learning techniques to a healthcare domain.",710,238,4.89
9390438,0.0,high,"The claim recites a specific technical method for capturing ad engagements using a canvas model ad container, with no mention or application of machine learning techniques, and thus does not resemble Recentive-vulnerable claim language which concerns applying established machine learning to a new data environment without model improvement.",651,759,12.77
9842113,0.9,high,The claim recites 'heuristic data comprising rules' and that 'the heuristic data is modified in response to the generating' which indicates dynamic updating without disclosing a specific improvement to the machine learning model itself.,700,253,5.21
9618350,0.95,high,The claim applies established machine learning (anomaly detection) to a new data environment (vehicle position differences) without disclosing any technological improvement to the machine learning model itself.,723,265,5.21
9734458,0.95,high,"The claim recites 'predicting, based on the input, a predicted outcome... wherein said predicting is performed by a processor executing a machine learning module' without disclosing any specific technological improvement to the machine learning model, mirroring the Recentive-vulnerable language of applying established ML to a new data environment.",478,283,5.73
9674259,0.95,high,The claim applies established techniques like named-entity recognition and confidence scoring to user-generated text content without disclosing any improvement to the machine learning models themselves.,562,190,4.39
9652473,0.95,high,"The claim applies established methods of machine learning (sentiment analysis, density calculation) to social media data without disclosing any improvement to the underlying model.",581,243,5.1
9836960,0.9,high,The claim recites 'train the control strategy of the adaptive signal control system to adjust signal control actions' without disclosing a specific improvement to the machine learning model itself.,482,206,4.77
9791281,0.95,high,"The claim recites 'learning location of the group, respective pace of travel... and respective level of interest' and 'optimizing... by use of at least two objectives' without disclosing any specific improvement to the machine learning model itself, applying established techniques to a new data environment.",636,247,5.36
9542510,1.0,high,"The claim recites 'extracting features... computing empirical features and statistical features... constructing the model' without specifying any improvement to machine learning models themselves, merely applying established techniques to energy data.",596,281,5.08
9813555,0.95,high,The claim recites 'performing collective matrix factorization of the collective matrix' which is an established machine learning technique applied to a new data environment (call center diagnostics) without disclosing any improvement to the machine learning model itself.,673,243,5.33
9805720,0.95,high,"The claim applies established machine learning techniques (speech recognition, segmentation, property computation) to a new data environment (integrating speech with visual scene understanding) without disclosing any improvement to the machine learning models themselves.",522,315,5.58
9767570,0.9,high,"The claim recites a system that applies established parametric background modeling and pixel-wise goodness-of-fit tests using mixture models to video data for foreground detection, without disclosing any improvement to the underlying machine learning model such as a new architecture or training procedure.",586,297,6.09
9563667,0.95,high,"The claim applies a known color difference formula to rank products based on color similarity without disclosing any technological improvement to the underlying machine learning model, similar to applying established methods to a new data environment.",684,237,5.03
9678839,0.4,medium,"The claim recites 'assigning distribution of metadata... to maximize usage of a number of fault domains,' applying known storage management techniques without disclosing any technological improvement to a model or algorithm.",527,530,9.92
9589013,0.95,high,"The claim recites 'determining second keyword data is determined based on rule data that is utilized to control a granularity of the second keyword data,' which applies established rule-based keyword selection to a communication message environment without disclosing any technological improvement to the machine learning model itself.",515,263,5.31
9607009,0.92,high,"The claim applies established techniques (hashing, indexing) to a new domain (topic color branding) without disclosing any improvement to the underlying models.",561,237,4.37
9563705,0.95,high,The claim recites conventional steps like 'calculating popularity scores for the candidate query result items by: performing a search on a set of popularity indices for mentions... tabulating a quantity... and calculating a quality...' without disclosing a technological improvement to the machine learning model itself.,839,344,6.87
9824606,0.95,high,"The claim applies established machine learning techniques—capturing behavior, matching to a set, selecting based on a value, and dynamically adjusting based on feedback—to a new domain (child behavior reinforcement) without disclosing any technological improvement to the machine learning model itself.",1044,323,6.55
9852231,0.8,medium,The claim language 'determining top-ranked labels for the first node based on a probability-based sparsity approximation using the received sets of learned label weights' applies a generic approximation technique without detailing a novel machine learning model improvement.,567,569,9.93
9715549,0.95,high,"The claim describes monitoring for change in status based on purchase history, updating a query, rearranging markers based on relevancy, and reorganizing based on a threshold, which applies established methods to a new data environment without disclosing any technological improvement to the machine learning model itself.",721,275,5.47
9639815,0.1,high,"The claim recites specific technological steps such as tracking process state via a process state transition manager, searching an EI taxonomy repository, and altering execution based on comparison to acceptable ranges, without any mention of machine learning or applying established ML techniques to a new data environment.",645,224,4.48
9666182,0.9,high,"The claim recites performing automatic speech recognition using a bootstrap model on utterance data and selecting utterances based on a geometrically computed n-tuple confidence score, which applies established machine learning techniques to a new data environment without disclosing any model-level improvement.",469,224,4.17
9652294,0.9,high,"The claim uses 'historical execution statistics' and 'historical processing data' to determine workload priority and resource sufficiency, applying established machine learning techniques to a new scheduling environment without disclosing any technological improvement to the model itself.",684,220,4.47
9667690,0.95,high,"The claim recites 'a facial recognition algorithm' without disclosing any improvement to the model architecture, loss function, or training procedure, and applies it to a new data environment of proximity-based identifiers to adjust identification probabilities.",602,267,5.71
9633003,0.95,high,"The claim recites 'compute a numeric score for the natural language textual evaluation based on a textual analysis' without specifying a technological improvement to the NLP model, applying established techniques to a consistency-checking business problem.",530,243,4.81
9848778,0.95,high,"The claim applies established machine learning or algorithmic techniques to a new medical data environment (using ECG features to estimate serum potassium) without disclosing any specific technological improvement to the model itself, as it only recites operational rules based on known physiological relationships.",705,220,4.71
9536145,0.9,medium,"The claim recites 'calculates a data variation factor for the skeleton points... scales the data variation factor... sorts... computes the distance metrics by scaling first four maximum values,' which apply established data preprocessing and feature selection techniques to a new domain (human activity recognition from skeleton points) without disclosing a technological improvement to the machine learning model itself.",722,820,15.52
9594983,0.95,high,"The claim recites 'using backpropagation, adjusting weights in a multi-layer neural network that includes plural convolutional layers and max-pooling layers, topped by plural classification layers,' which are standard machine learning techniques applied to a new retail data environment without disclosing any technological improvement to the model itself.",512,293,5.7
9619752,,low,parse_error: ,501,235,4.74
9710371,0.9,high,"The claim applies established machine learning techniques like matrix generation, importance weighting, vector space representation, and clustering to a new data environment (software failure analysis) without disclosing any improvement to the underlying machine learning models.",472,251,5.17
9535718,0.95,high,"The claim applies established weighted scoring and pointer tracking techniques to a new environment of non-monolithic websites with external content, with no disclosure of any technological improvement to a machine learning model.",682,329,6.45
9843560,0.95,high,"The claim recites 'updating a firewall rule learning engine with a result of the additional validation, wherein based on the result of the additional validation, the firewall rule learning engine updates the predefined firewall rules' without disclosing any specific improvement to the machine learning model itself.",549,243,5.28
9736638,0.95,high,The claim recites 'determining a measurement value... estimating a location... determining a discriminative ability... selectively downloading said context parameter map' which applies established machine learning techniques to a new data environment (mobile station location estimation) without disclosing a specific technological improvement to the model itself.,509,278,5.57
9547832,0.95,high,"The claim applies established machine learning techniques such as natural language analysis, semantic analysis, and social impact analysis to a new data environment (content items from communication channels) without disclosing any technological improvement to the machine learning models themselves.",649,214,4.27
9805321,0.95,high,"The claim recites a system that 'build a model' and 'determine a score' by applying established machine learning techniques to an energy program domain, without disclosing any technological improvement to the model itself, such as a new architecture, loss function, or training procedure.",686,312,6.31
9742878,0.0,high,"The claim recites a method for building network device drivers with different interfaces based on node locality, which is a networking technique and does not involve machine learning models or data environments.",582,279,5.49
9588793,0.0,high,"The claim does not mention any machine learning model or technique, so it does not resemble Recentive-vulnerable claim language.",511,250,5.05
9653070,0.2,high,"The claim recites a specific hardware architecture including a Gaussian mixture model hardware circuit with stages, multipliers, and score selection logic, which is a technological improvement to the model itself, not merely applying established ML to a new data environment.",815,273,5.92
9710730,0.95,high,"The claim applies a regression forest, an established machine learning technique, to medical image registration without disclosing any improvement to the model itself.",657,241,4.69
9704020,0.9,high,"The claim recites 'train a model using the training data' and 'perform facial recognition processing using the model' without specifying any improvement to the machine learning model itself, merely applying known techniques to a new event video context.",597,248,5.39
9844725,0.95,high,"The claim recites performing actions based on plans and receiving a second plan from a remote service, applying established event-driven computing techniques to a new data environment without disclosing any technological improvement to a machine learning model.",553,295,5.53
9594850,1.0,high,The claim applies established machine learning techniques (user-specific semantic models) to a new data environment (content and interactions data) without disclosing a technological improvement to the model itself.,589,256,5.23
9710695,0.95,high,"The claim applies established machine learning techniques (auto-encoder, mixture model) to pathology images without disclosing a technological improvement to the model itself.",546,291,5.94
9542434,0.95,high,The claim applies established concepts of entropy evaluation and confidence determination to the data enrichment domain without disclosing any specific improvement to the machine learning model itself.,552,164,3.54
9720732,0.95,high,"The claim selects resources based on execution history and modeled completion time to optimize constraints, applying established optimization without disclosing any improvement to the underlying machine learning model itself.",582,352,6.68
9805031,0.9,high,"The claim recites a method of using implicit user behaviors from result sets to determine likely translations, which applies established data processing techniques to a new domain without disclosing any improvement to the underlying machine learning model.",657,189,4.68
9721221,0.95,high,The claim applies a generative probability model with iterative estimation and convergence—established machine learning techniques—to a worker ability estimation task without disclosing any technological improvement to the model itself.,679,191,3.92
9773112,0.95,high,"The claim applies established machine learning concepts such as reference models, inference, and correlation to the domain of malware detection without disclosing any technological improvement to the machine learning model itself.",724,240,4.5
9830557,0.95,high,"The claim recites standard machine learning techniques such as 'creating a first vector of statistical variables' and 'calculating a gradient' applied to updating an expert corpus set, without disclosing any improvement to the machine learning model itself.",662,320,6.47
9729494,0.95,high,"The claim recites retrieving content sharing and access interactions, then identifying groups based on those interactions and scoring them, which applies established machine learning techniques to a new data environment without disclosing any improvement to the underlying model.",601,265,5.66
9665882,0.95,high,"The claim uses a weighted count of words assigning lower weight to prepositions or conjunctions, which is an established technique applied to a new data environment without disclosing a technological improvement to the model itself.",564,213,4.55
9798876,0.95,high,"The claim creates a security behavior profile by calculating an average edge value in a weighted graph, applying established graph analysis techniques without disclosing any technological improvement to the machine learning model itself.",556,384,7.75
9659238,0.85,high,"The claim applies established ML techniques (HOG, likelihood-based calibration) to video object classification without disclosing a model-level improvement, e.g., 'a feature extractor configured to extract features ... comprising a level of deformation ... determined utilizing differences of histograms of oriented gradients; ... a calibration tool configured to adjust ... classification parameters based on likelihoods ... location likelihood and a size likelihood.'",622,470,8.33
9665093,1.0,high,The claim recites 'analyzing the parameter for each of the user selected metal fabrication resources to compare performance' which applies established data analysis techniques to a new domain without disclosing any technological improvement to the model itself.,520,236,4.82
9607060,0.95,high,"The claim applies established machine learning techniques (mapping models, comparison, selection) to a new data environment (ETL jobs) without disclosing any technological improvement to the models themselves.",559,203,3.92
9749188,0.9,high,"The claim recites using multiple learning machines to model network traffic and condition data, and a closed-loop controller to adjust network behavior, which applies established machine learning techniques to a new data environment without disclosing any specific technological improvement to the models themselves.",594,235,5.0
10140322,0.9,high,"The claim applies pattern extraction and correlation, which are established machine learning techniques, to the new data environment of personal data sources without disclosing improvements to the model itself.",526,221,4.41
9940409,0.9,high,The claim applies established machine learning and contextual search techniques to a new data environment (user profile and financial accounts) without disclosing any technological improvement to the model itself.,942,186,3.74
10049420,0.9,high,The claim recites 'mapping comprises an operation that associates each element of a given set (a domain) with one or more elements of a second set (a range)' which applies a generic mapping technique to a new data environment without disclosing a technological improvement to the model.,496,262,4.81
10021061,0.95,high,"The claim recites 'modifying the set of user profile criteria using a machine-learning technique' without disclosing any improvement to the machine-learning model itself, applying established techniques to a social networking environment.",579,241,4.86
9779722,0.95,high,"The claim recites 'providing a dictionary adaptation module that adds words to a baseline dictionary... comparing words from an incoming message with sets of word groups in the dictionary... and where the out of vocabulary words are only added for conversations... that have used the extracted words a predetermined number of times,' which applies established ML techniques (dictionary adaptation based on frequency and context) to a new data environment without disclosing a technological improvemen",530,471,8.88
9928423,0.95,high,The claim applies established machine learning techniques like 'fitting the extracted image features to normal patterns of a plurality of local motion pattern models' and 'generating a global anomaly confidence decision value ... as a function of fitting the extracted trajectory features to a normal learned motion trajectory model' to the new domain of video anomaly detection without disclosing any specific improvement to the models themselves.,870,366,6.91
9911408,1.0,high,The claim applies established machine learning techniques—Hidden Markov Models for accuracy detection and automatic speech recognition for phonemic transcription—to a TTS system in a vehicle without disclosing any improvement to the machine learning models themselves.,651,233,5.17
10096315,1.0,high,"The claim recites 'conducting speech recognition on a channel recording' and 'training a speech recognizer' without disclosing any improvement to the machine learning model itself, merely applying established techniques to a new data environment.",471,214,4.58
9972357,0.85,high,"The claim recites 'analyzing audio data to detect perceptual characteristics indicative of an emotional impact on a listener' without disclosing any specific technological improvement to the underlying machine learning model, instead applying established techniques to a new data environment (video production synchronization).",523,337,6.5
10019760,0.9,high,The claim recites 'transform the financial trend into a retirement score' and applies established machine learning techniques to a financial data environment without disclosing any improvement to the machine learning model itself.,768,261,5.21
9898452,0.9,high,"The claim applies 'natural language processing (NPL) and an analytic analysis algorithm' to scanned images, which are established ML techniques applied to a new data environment, without disclosing any specific technological improvement to the model itself.",584,226,4.57
10032455,0.9,high,"The claim applies established speech recognition training techniques (pronunciation alignment, grammar updating) to a distributed system without disclosing any technological improvement to the underlying machine learning model.",627,310,6.13
10043103,0.95,high,The claim applies established machine learning techniques (group context and appearance model matching) to a new data environment (cross-camera person re-identification) without disclosing any technological improvement to the models themselves.,533,241,5.27
10067936,,low,parse_error: ,660,175,5.14
9984044,0.05,high,"The claim recites transforming a complex QNM to a linear model by serializing parallel server nodes, which is a specific analytical improvement not involving machine learning, thus low resemblance to Recentive-vulnerable claims.",596,315,6.35
10038689,0.95,high,"The claim applies established data verification and threshold comparison methods to generate a security challenge and password without disclosing any improvement to a machine learning model, as it only uses GPS data integrity checks and security rating comparisons.",849,249,5.45
10079994,1.0,high,"The claim applies established machine learning techniques (comparing confidence scores, overriding based on threshold) to a new data environment (video conversations) without disclosing any improvement to the model itself.",458,216,4.32
10102297,1.0,high,The claim lacks any specific technological improvement to machine learning models and merely applies conventional filtering based on device parameters and contextual relevance to user account items.,531,238,4.76
10025795,0.1,high,"The claim recites a specific distributed query evaluation method with decomposition, dynamic source selection, parallel execution, plan composition, and negative limitations (no central repository, no central federator, no global schema), indicating a technological improvement to query evaluation in distributed systems, not an application of established machine learning to a new data environment.",942,302,6.06
10074151,0.15,high,"The claim recites a specific parallel processing improvement using successive over-relaxation (SOR) on windowed pixels without local dependencies, which is a technological improvement to the model itself, not merely applying established ML to a new data environment.",605,244,5.01
9875741,0.95,high,The claim applies established speech recognizers and selection based on confidence levels and trigger analysis to a chat information system without disclosing any improvement to the machine learning models themselves.,814,282,5.72
9858593,0.0,high,"The claim does not mention any machine learning techniques, instead reciting a method for URL shortening and advertisement insertion without any algorithm or model improvement.",699,307,6.05
10037367,0.95,high,"The claim recites 'generating a correlational data model based at least in part on a first experiential phrase... and at least a second experiential phrase' without specifying any improvement to the machine learning model itself, merely applying established techniques to social media data.",694,334,6.43
9990135,0.0,high,"The claim recites no machine learning elements, instead focusing on stack trace analysis and memory attribution, which does not resemble the Recentive-vulnerable application of established ML techniques to a new data environment.",529,308,6.55
9942109,0.0,high,"The claim recites a specific recursive formula for calculating a health metric (""recursively calculating the health metric h(t) as h(t) = h(t-1) · SF^d""), which is a technological improvement to the calculation method itself, not merely applying established machine learning to a new data environment.",606,392,8.22
9898579,0.95,high,"The claim applies established DNA manipulation techniques (hybridizing, washing, isolating) to a new data environment (DNA digital data storage for relational operations) without disclosing any technological improvement to the underlying models.",586,313,5.81
10032271,0.9,high,"The claim recites generic steps of feature aggregation and identification without any technological improvement to the machine learning model itself, resembling Recentive-vulnerable language that applies established methods to a new data environment.",514,324,7.36
9916533,0.92,high,"The claim recites applying a statistical model and text mining techniques to create links based on similarity criteria, which are established machine learning methods applied to document ingestion without disclosing any improvement to the underlying model.",892,285,6.97
10154417,0.95,high,"The claim applies established machine learning techniques (creating relationships based on training data) to a wireless network environment without disclosing any technological improvement to the model itself, as seen in 'creating a first relationship relating... based on a first training data set'.",630,258,4.69
9858356,0.95,high,The claim applies established recommendation and effectiveness evaluation techniques to web page generation without disclosing any technological improvement to the underlying machine learning models.,629,229,4.39
10104221,0.1,high,"The claim recites rule-based conditional logic (e.g., 'responsive to an indication that the first and third users have no language in common') without any reference to machine learning models, training, or improvements to such models.",688,365,7.93
9996074,0.9,high,"The claim applies established machine learning techniques ('predictive modeling tasks', 'generating a prediction model that accommodates said grouping') to a new data environment (electrolytic smelting bath process) without disclosing any improvement to the machine learning model itself.",989,298,5.41
10102320,0.95,high,"The claim recites 'a classifier and predictor program' that uses general data to produce predictions, without disclosing any specific technological improvement to the machine learning model itself.",657,263,5.71
9972313,0.1,high,"The claim recites a specific architecture for key phrase detection, including a start state based rejection model with a single rejection state having self loops associated with scores of sub-phonetic units, and a key phrase model with interconnected states, which constitutes a technological improvement to the model itself.",644,323,6.24
