patent_id,score,confidence,justification,tokens_in,tokens_out,elapsed
8990306,0.85,high,"The claim applies established techniques (frequency, recency, relevance, folksonomy analysis) to a new data environment (avatar communications in a VU) without disclosing any improvement to the underlying machine learning models.",638,66,2.72
9116865,0.85,high,"The claim applies established machine learning techniques (e.g., extracting terms, processing searched terms) to a new data environment (educational documents) without disclosing any improvement to the machine learning model itself.",578,63,2.11
9189624,0.15,medium,"The claim recites a specific technological improvement to the model itself, namely generating behavior signatures in non-master cores and combining them via a task graph in a master core to produce a global behavior vector, which is a new architecture for monitoring heterogeneous processing cores.",515,75,2.02
8973096,0.85,high,"The claim applies established machine learning techniques (unsupervised learning, adaptive authentication) to a new data environment (authentication requests) without disclosing any specific technological improvement to the machine learning model itself, such as a new architecture or training procedure.",655,72,2.03
8935480,0.85,high,"The claim applies established probability computations (aggregate, segment, specific) to a caching decision based on user information, without disclosing any improvement to the machine learning model itself.",697,59,3.27
8995758,0.85,high,The claim applies established machine learning techniques (training a classifier to discriminate false positive descriptors) to a new data environment (visual object recognition) without disclosing a specific technological improvement to the model itself.,569,63,2.14
9122912,0.85,high,The claim applies established face detection and clustering algorithms to a social network photo environment without disclosing any improvement to the machine learning models themselves.,607,51,1.72
9002764,0.85,high,"The claim applies a formula to compute a rarity indicator for a name in a document, which is a mathematical method applied to a new data environment (document names) without disclosing any improvement to the underlying machine learning model or algorithm.",487,70,2.26
8971591,0.85,high,"The claim applies established distance-based selection and optimization techniques to the domain of facial recognition without disclosing any improvement to the underlying machine learning model architecture, loss function, or training procedure.",606,60,1.84
9158752,0.85,high,"The claim applies established machine learning models (first and second model networks) to a new data environment (text and speech analysis of a presentation) without disclosing any technological improvement to the models themselves, reciting only generic steps like 'using a first model network' and 'using a second model network'.",667,85,2.72
9025864,0.85,high,The claim applies established machine learning techniques (generating feature data and training a discriminative classifier) to a new data environment (clothing images of a same person) without disclosing any technological improvement to the model itself.,500,68,2.14
8965897,0.85,high,"The claim applies established machine learning techniques (natural language processing, rating synthesis) to a new data environment (product feedback analytics) without disclosing any technological improvement to the model itself, such as a new architecture or training procedure.",758,69,2.24
8934538,0.85,high,"The claim applies established two-pass bitrate encoding and interpolation techniques to a video hosting service without disclosing any improvement to the machine learning model itself, such as a new architecture or training procedure.",659,62,1.86
9141940,0.85,high,"The claim applies established machine learning techniques (analyzing intention data derived from prior communications, detecting and correcting deficiencies) to a new data environment (electronic communications) without disclosing any technological improvement to the machine learning model itself.",491,68,2.23
9009143,0.85,high,"The claim applies established machine learning techniques (e.g., threshold-based storage, relevance heuristic) to a new data environment (combining on-page and off-page data for search results) without disclosing any improvement to the machine learning model itself.",720,72,1.9
9129292,0.85,high,"The claim applies established machine learning techniques (similarity scoring, positive/negative examples) to a marketing data environment without disclosing any improvement to the machine learning model itself.",662,58,2.43
8983877,0.85,high,The claim applies 'at least one generative machine learning technique' to a role mining data environment without disclosing any improvement to the machine learning model itself.,507,54,1.8
9195744,0.85,high,"The claim applies established machine learning techniques (co-occurrence probability calculation, threshold-based filtering) to a new data environment (search query generation) without disclosing any technological improvement to the model itself.",547,63,2.69
8949163,0.85,high,"The claim applies established evidential reasoning and agent-based modeling techniques to a new data environment (determining adoption rate of a trend) without disclosing any technological improvement to the underlying models, algorithms, or architectures.",585,66,1.97
9218819,0.85,high,"The claim applies established machine learning techniques (context determination, confidence scoring, event identification) to a new data environment (voice input and user-specific events) without disclosing any technological improvement to the underlying model.",521,65,2.55
9098606,0.85,high,"The claim applies established machine learning techniques (evaluating relationships, determining signals, and ranking based on importance) to a new data environment (global and account-specific parameters for activities) without disclosing any technological improvement to the model itself.",638,71,1.99
9158831,0.85,high,"The claim applies established logical model architecture and transformation techniques to a data repository environment without disclosing any technological improvement to the model itself, resembling Recentive-vulnerable language.",632,58,1.83
9147018,0.15,high,"The claim recites a specific 'multi-state drum model' that determines particular state data (total water volume, drum pressure, steam quality, etc.), which suggests a technological improvement to the model itself rather than merely applying established ML to a new domain.",540,74,2.61
8973097,0.95,high,"The claim applies established machine learning techniques (spam detection via keyword matching, infrequent terms, misspellings, contact info) to a new data environment (business reviews) without disclosing any improvement to the machine learning model itself.",517,71,2.04
9064007,0.85,high,"The claim applies established machine learning techniques (feature vectors, similarity comparison, thresholding) to a new data environment (query session data) without disclosing any improvement to the machine learning model itself.",681,63,2.88
9135278,0.85,high,The claim applies established machine learning techniques (similarity grouping and selection based on criteria) to a new data environment (photographs) without disclosing any technological improvement to the model itself.,474,61,1.98
9036044,0.85,high,The claim applies established graph-based flow computation and thresholding techniques to the new data environment of camera parameter adjustment without disclosing any improvement to the underlying machine learning model.,622,57,2.02
9014444,0.15,high,"The claim recites specific image processing steps (window averaging, inversion of pixel values) and a classification based on membrane strengths, which are technological improvements to the model itself rather than mere application of established ML to a new domain.",477,69,2.45
9098820,0.85,high,"The claim applies established machine learning techniques (Monte Carlo methodology, greedy algorithm, penalty method algorithm, cooperative optimization) to a new data environment (conservation modeling) without disclosing any improvement to the machine learning models themselves.",772,69,2.01
9117194,0.85,high,The claim recites 'training a classifier' and 'applying the classifier' using established machine learning techniques to a FAQ-based system without disclosing any specific technological improvement to the classifier model itself.,499,63,2.64
9031325,0.15,medium,"The claim recites a specific hierarchical segmentation method using dissimilarity measures and geometric attribute thresholds, which goes beyond merely applying established ML to a new data environment.",534,55,1.73
9076166,0.85,high,The claim applies established machine learning techniques (generating a model based on history data to estimate bids) to a new data environment (bidding process for content publication) without disclosing any improvement to the machine learning model itself.,674,69,1.95
9124590,0.85,high,The claim applies established machine learning techniques (intent recommendation) to a new data environment (memo pad content) without disclosing any technological improvement to the model itself.,526,58,2.65
9207767,0.85,high,The claim applies established gesture recognition and calibration techniques to a new data environment (guide mode for shared display) without disclosing any improvement to the underlying machine learning model.,578,57,1.56
9069681,0.85,high,"The claim applies established machine learning concepts (short-term/long-term memory, index map) to a new data environment (search queries and advertisement selection) without disclosing any technological improvement to the model itself.",506,65,1.76
9020190,0.85,high,The claim applies established machine learning techniques (learning and ranking attributes from extracted features) to a new data environment (video surveillance for object alert prioritization) without disclosing any technological improvement to the machine learning model itself.,565,67,1.95
9104707,0.85,high,"The claim recites 'recursively reassign a first value to other column names ... based at least in part on a semantic fit quality and a utilization quality' which applies established machine learning concepts (semantic similarity, iterative reassignment) to a data organization problem without disclosing a specific technological improvement to the model itself.",610,89,2.44
9116945,0.85,high,The claim applies established machine learning techniques (training a search engine based on signals from click logs) to a new data environment (search query/result pairs) without disclosing any improvement to the machine learning model itself.,755,67,2.1
9110724,0.85,high,"The claim applies established machine learning techniques (e.g., determining expected completion times based on topology and replication strategy) to a cloud service data environment without disclosing any improvement to the machine learning model itself.",539,64,1.8
9037705,0.85,high,"The claim applies established machine learning techniques (topic assignment, labeling, publishing, listening, analyzing) to a new data environment (topic-based messaging system for performance metrics) without disclosing any improvement to the machine learning model itself.",611,69,1.89
8977628,0.95,high,"The claim applies generic data gathering, scoring, and reporting steps to a business problem ('innovation farming level') without any disclosure of a technological improvement to machine learning models, resembling the application of established methods to a new data environment.",754,69,2.02
8984415,0.85,high,The claim applies established machine learning techniques (preference event processing and display updating) to a new data environment (content item stacks) without disclosing any technological improvement to the model itself.,528,61,1.75
9188968,0.85,high,"The claim applies established machine learning techniques (noise-adjusted models, iterative parameter inference) to a new data environment (determining accuracy of predicted system behavior) without disclosing any specific technological improvement to the model itself.",498,67,1.81
9143554,0.85,high,The claim applies established statistical analysis and dynamic adjustment to a computing system's performance metrics without disclosing any improvement to the underlying model or algorithm.,508,52,1.62
9044675,0.85,high,The claim applies established data collection and weighting techniques to a new data environment (electronic game rating) without disclosing any improvement to the machine learning model itself.,546,55,1.64
9400936,0.85,high,"The claim applies established machine learning techniques (classifier training, OCR, confidence levels) to a new data environment (vehicle side images for tag recognition) without disclosing any technological improvement to the model itself.",568,65,1.74
9160742,0.85,high,"The claim applies a standard naïve Bayes model to authentication without disclosing any improvement to the model architecture, loss function, training procedure, representation, or sampling method.",677,56,2.1
9483591,0.85,high,"The claim applies established machine learning techniques (simulation, formal model) to a new data environment (chip design netlist) without disclosing any technological improvement to the model itself, such as a new architecture or training procedure.",508,69,1.87
9448990,0.85,high,"The claim applies established machine learning techniques (N-gram language modeling, probability multiplication, divergence-based weighting) to a new data environment (web crawling and user text input) without disclosing any improvement to the model architecture, loss function, training procedure, representation, or sampling method.",709,80,2.01
9342869,0.85,high,"The claim applies established machine learning techniques (linear classifiers, index tree) to a new data environment (patch-based image priors) without disclosing a specific technological improvement to the model itself.",481,62,1.67
9380066,0.85,high,"The claim applies established machine learning techniques (genetic programming, entropy rate comparison) to a new data environment (malware detection) without disclosing any technological improvement to the model itself.",565,61,1.91
9495787,0.85,high,"The claim applies established machine learning techniques (emotive text-to-speech) to a new data environment (text stream with simulated emotion) without disclosing any technological improvement to the model itself, such as a new architecture or training procedure.",445,71,1.88
9524468,0.85,high,"The claim applies established machine learning techniques (probability model estimation, clustering, parameter selection) to a new data environment (dependency matrix) without disclosing any improvement to the machine learning model itself.",606,62,1.8
9373330,0.85,high,"The claim applies established machine learning techniques (uncertainty estimation, covariance discarding, inverse representation) to a speaker recognition domain without disclosing a specific technological improvement to the underlying model architecture, loss function, or training procedure.",600,69,1.97
9277278,0.85,high,"The claim applies established machine learning techniques (correlation calculation, threshold comparison) to a new data environment (audience measurement) without disclosing any improvement to the machine learning model itself.",550,61,2.0
9298855,0.85,high,"The claim applies established optimization and overlap metric techniques to a new data environment (visual display updates responsive to user queries) without disclosing a specific technological improvement to the underlying model, as it recites 'modeled as an optimization operation' and 'computing an overall display overlap metric' which are generic machine learning concepts.",553,88,2.23
9245038,0.85,high,The claim applies established machine learning techniques (probability-based node identification) to a new data environment (online social network graph) without disclosing any improvement to the machine learning model itself.,589,60,2.23
9298513,0.85,high,The claim applies established machine learning concepts like 'node differentiation/specialization function' and 'look-alike software module' to a new data environment (enterprise application deployment) without disclosing any technological improvement to the model itself.,599,70,1.9
9298172,0.85,high,"The claim applies established machine learning techniques (distance metric, function approximator, training sweeps) to a new data environment (system management with state-action-reward exemplars) without disclosing a specific technological improvement to the model itself.",983,71,1.97
9286153,0.85,high,"The claim applies established monitoring techniques (periodic submission of static questions, comparing responses to verified answers) to a QA system health monitoring domain without disclosing any improvement to the underlying machine learning model or training process.",485,66,1.66
9378755,0.3,medium,"The claim recites specific features (nonstationary signal presence, periodicity, sparsity) and a specific model structure (probabilistic models modeling each feature dependent on past feature and current state), which suggests a technological improvement to the model itself rather than merely applying established ML to a new domain.",561,84,2.14
9286489,0.85,high,The claim applies established machine learning techniques (policy selection based on priority evaluation) to a new data environment (customer data) without disclosing any technological improvement to the model itself.,439,59,2.06
9405840,0.85,high,"The claim applies established techniques (domain extraction, identifier matching, confidence codes) to a new data environment (matching local entity website addresses with social network website addresses) without disclosing any improvement to the underlying machine learning model.",710,69,1.74
9384236,0.85,high,"The claim applies established techniques (parameterized queries, random value generation, query translation) to a new data environment (database query languages) without disclosing any improvement to the underlying machine learning models or algorithms.",561,65,1.88
9335883,0.85,high,The claim applies established machine learning techniques (click-through rate thresholding) to a new data environment (search result presentation) without disclosing any improvement to the machine learning model itself.,586,60,1.85
9317760,0.85,high,"The claim applies established machine learning techniques (posterior probability, character recognition) to a new data environment (education assessment) without disclosing any improvement to the model itself.",504,58,1.94
9348899,0.85,high,"The claim applies established machine learning techniques (classification model creation, exemplar-based training, performance metrics, and user feedback for iterative improvement) to a new data environment (digital content classification) without disclosing any technological improvement to the model itself, such as a new architecture, loss function, or training procedure.",718,85,2.25
9462010,0.85,high,The claim applies established threat assessment and resource allocation techniques to a cloud security environment without disclosing any improvement to the underlying machine learning models or algorithms.,670,53,1.75
9299022,0.85,high,"The claim applies established machine learning (neural networks) to a new data environment (robotic device) without disclosing any improvement to the neural network model itself, reciting only generic components like 'mount', 'storage device', and 'processor' with conventional functions such as 'access', 'load', and 'send a command'.",539,92,2.39
9495640,0.95,high,"The claim applies established unsupervised machine learning techniques (clustering, labeling, template matching) to a new data environment (storage volume operational metrics) without disclosing any improvement to the machine learning model itself.",844,64,2.01
9268665,0.85,high,"The claim applies established machine learning techniques (metrics-based ranking, thresholding, and fault likelihood prediction based on historical coupling) to a new data environment (codebase files) without disclosing any improvement to the machine learning model itself.",670,70,2.09
9373021,0.85,high,The claim applies established image processing and similarity measurement techniques to a new data environment (organizing images by variable facial features) without disclosing any technological improvement to the underlying models or algorithms.,641,61,1.99
9501714,0.85,high,"The claim applies established image processing techniques (pixel classification, within/between-class variation) to a new data environment (image feature generation) without disclosing a specific technological improvement to the model itself.",527,64,1.87
9355636,0.85,high,"The claim applies established machine learning techniques (feature vectors, acoustic models, thresholding) to a new data environment (audio data for speech recognition) without disclosing any improvement to the machine learning models themselves.",600,65,1.99
9514189,0.85,high,"The claim recites communicating a search request, receiving streamed raw data, and processing it to create results, which applies established data processing techniques to a new data environment (streaming raw data from an external system) without disclosing any technological improvement to the underlying machine learning model or data processing method.",578,84,2.22
9527211,0.1,high,The claim recites a specific technological improvement to the control architecture itself—a multiple robot control architecture with parallel finite state machines and a global information module—rather than merely applying established machine learning to a new data environment.,542,67,2.09
9418319,0.85,high,"The claim applies cascaded convolutional neural networks, an established machine learning technique, to object detection in images without disclosing any improvement to the model architecture, loss function, training procedure, representation, or sampling method.",579,66,1.66
9230214,0.85,high,"The claim applies established machine learning techniques (e.g., calculating commercial intent scores based on normalized values) to a new data environment (financial transactions for auto-completion) without disclosing any technological improvement to the model itself.",650,68,1.84
9355337,0.15,high,"The claim recites a specific technological improvement: 'recursively partitioning an image into a tree of image regions' and 'classifying the image regions using at least one classifier' with 'weights assigned to the nodes and edges of the tree,' which goes beyond applying established ML to a new data environment.",442,85,2.17
9401145,0.85,high,"The claim applies established techniques (analyzing repetitions, calculating duration/length distributions, threshold comparison) to a new data environment (transcripts of audio recordings) without disclosing any improvement to the underlying machine learning models.",661,67,1.97
9409039,0.85,high,"The claim recites 'training a dose prediction model' and 'applying the dose prediction model' without disclosing any specific technological improvement to the model architecture, loss function, training procedure, representation, or sampling method, instead focusing on selecting training data based on similarity to patient anatomy, which is a domain-specific application of established machine learning techniques.",506,93,2.19
9245182,0.85,high,"The claim applies established machine learning techniques (semantic representation generation) to a new data environment (screenshots) without disclosing any improvement to the underlying model architecture, loss function, training procedure, or representation method.",454,68,2.01
9235799,0.85,high,"The claim describes a process of incrementally adding hidden layers and pretraining using standard error backpropagation, which are established machine learning techniques applied to a new data environment without disclosing any improvement to the model architecture, loss function, or training procedure.",977,74,2.76
9489593,0.85,high,"The claim recites generic components (feature amount setting unit, selection unit, training unit) that apply established machine learning techniques (classifier training, feature selection based on position rates) to a new data environment (classifying local regions of an object) without disclosing any specific technological improvement to the model itself.",509,86,2.19
9477905,0.85,high,"The claim recites 'incorporating an unsupervised feature selection algorithm with an image congealing algorithm' and executing known algorithms without disclosing any improvement to the machine learning models themselves, merely applying them to image processing.",424,67,1.86
9355462,0.85,high,"The claim applies established machine learning techniques (EGI, filtering, distribution matching) to a new data environment (point clouds for motion estimation) without disclosing any improvement to the underlying models or algorithms.",650,64,1.99
9491186,0.85,high,"The claim applies established machine learning techniques (pattern recognition models, vector quantization) to a new data environment (communication network hierarchies) without disclosing any improvement to the model architecture, loss function, training procedure, or representation.",507,68,1.87
9338295,0.85,high,"The claim applies established machine learning techniques (monitoring, detecting, categorizing, dynamically modifying) to a new data environment (interactive communication script adjustment) without disclosing any technological improvement to the model itself.",498,66,2.04
9378738,0.85,high,"The claim applies established machine learning techniques (predicting stability, content lattice) to a new data environment (turn-taking dialog system) without disclosing a specific technological improvement to the model itself.",473,62,2.19
9251590,0.15,high,"The claim recites a specific technological improvement to the model itself, namely a truncated signed distance-based energy function and a depth difference-based energy function for camera pose registration, which are not merely established machine learning techniques applied to a new data environment.",731,72,1.92
9229989,0.85,high,The claim applies established machine learning techniques (adjusting scores based on load time percentiles) to a new data environment (search result ranking) without disclosing any improvement to the machine learning model itself.,678,64,1.84
9286540,0.85,high,"The claim applies established machine learning techniques (partitioning, nearest neighbor search) to a new data environment (image patches) without disclosing any improvement to the underlying model architecture, loss function, training procedure, representation, or sampling method.",559,71,1.89
9323723,0.85,high,The claim applies established machine learning techniques (creating a reading model based on feedback and characteristics) to a new data environment (reading-related feedback and display characteristics) without disclosing any technological improvement to the model itself.,495,66,2.58
9342612,0.85,high,The claim applies established ranking and discounting techniques to a social networking context without disclosing any improvement to the underlying machine learning model.,528,50,1.8
9390438,0.1,high,"The claim recites a specific technological improvement to ad container handling (canvas model ad container independent of third-party ad units, with runtime parameter passing and coordinate comparison) rather than applying established machine learning to a new data environment.",651,68,2.1
9403273,0.85,high,"The claim applies established machine learning techniques (segmentation, transition detection, control mode switching) to a new data environment (robotic task execution) without disclosing any improvement to the machine learning model itself.",590,65,2.05
9396092,0.85,high,The claim applies established programmatic analysis and code modification techniques to a new data environment (software development feedback) without disclosing any technological improvement to the underlying models or algorithms.,613,58,2.02
9262295,0.85,high,The claim applies established weighting and conflict resolution techniques to CI status values without disclosing any improvement to the underlying machine learning model or algorithm.,459,51,1.87
9384453,0.85,high,"The claim applies established machine learning techniques (analytics module generating audit trails, data filtering based on quality, dashboard providing reports, and analytics module using reports to suggest repair solutions) to a new data environment (engine diagnostic sessions) without disclosing any technological improvement to the machine learning model itself.",541,82,2.48
9400925,0.85,high,"The claim applies established convolutional neural networks and classification engines to a new data environment (recognizing human attributes from digital images) without disclosing any improvement to the machine learning model itself, such as a new architecture, loss function, or training procedure.",639,73,2.04
9448568,0.85,high,The claim applies established machine learning techniques (using historical data and external factors to compute a time estimate) to a new data environment (thermostat/HVAC) without disclosing any improvement to the machine learning model itself.,565,69,1.91
9427868,0.1,high,"The claim recites a specific technological improvement: modifying a motion trajectory based on a kinematic structure provided by the structural segments and actuators, which is a model-level adaptation rather than merely applying established ML to a new domain.",481,67,2.22
9618350,0.95,high,"The claim applies established machine learning techniques (anomaly detection) to a new data environment (vehicle journey data) without disclosing any improvement to the machine learning model itself, reciting only generic operations like receiving, calculating, transmitting, and flagging.",723,75,1.99
9466024,0.85,high,"The claim applies established machine learning techniques (predictive model, data mining algorithm, iterative refinement) to a new data environment (personalized health support using biochemical, clinical, and genomic data) without disclosing any specific technological improvement to the model itself, such as a new architecture or training procedure.",710,83,2.47
9842113,0.85,high,"The claim applies established machine learning techniques (heuristic data, context matching, synonym expansion) to a new data environment (file access context) without disclosing any improvement to the underlying model architecture, loss function, training procedure, representation, or sampling method.",700,75,2.31
9734458,0.85,high,"The claim applies established machine learning to predict program outcomes based on input, without disclosing any improvement to the machine learning model itself, merely using it in a new data environment.",478,59,1.92
9674259,0.85,high,"The claim applies established machine learning techniques (content filters, named-entity recognition, confidence scoring) to a new data environment (user-generated text content) without disclosing any technological improvement to the models themselves.",562,65,2.22
9791281,0.85,high,"The claim applies established machine learning techniques (collecting sensory data, optimizing routes based on objectives) to a new data environment (cognitive tour guide service) without disclosing any technological improvement to the machine learning model itself.",636,67,1.85
9652473,0.85,high,"The claim applies established machine learning techniques (density calculation, filtering) to social media data for map visualization without disclosing any improvement to the machine learning model itself.",581,57,1.85
9836960,0.85,high,"The claim applies established machine learning techniques (estimating traffic state, storing probability, training control strategy) to a new data environment (adaptive signal control system) without disclosing any technological improvement to the model itself.",482,66,2.03
9542510,0.85,high,"The claim applies established machine learning techniques (feature extraction, model training) to a new data environment (energy meter data for appliance detection) without disclosing any improvement to the machine learning model itself.",596,63,2.02
9805720,0.85,high,"The claim applies established machine learning techniques (speech recognition, scene segmentation, property computation) to a new data environment (multimodal speech and scene understanding) without disclosing any improvement to the underlying models themselves.",522,67,1.96
9563667,0.85,high,The claim applies established machine learning techniques (color similarity scoring using a color difference formula) to a new data environment (search query processing) without disclosing any technological improvement to the model itself.,684,62,1.68
9813555,0.85,high,The claim applies established matrix factorization (a known machine learning technique) to a new data environment (diagnostic call center sessions) without disclosing any improvement to the matrix factorization model itself.,673,61,2.18
9678839,0.85,high,The claim applies established machine learning techniques (assigning distribution based on fault domains and operational characteristics) to a new data environment (storage hierarchy) without disclosing any technological improvement to the model itself.,527,63,1.87
9767570,0.85,high,"The claim applies established parametric background modeling and mixture model techniques to a computer vision system for foreground detection without disclosing any improvement to the machine learning model itself, such as a new architecture, loss function, or training procedure.",586,68,2.34
9536145,0.85,high,"The claim applies established machine learning techniques (e.g., scaling, sorting, distance metrics, statistical parameters) to skeleton point data for human activity recognition without disclosing any improvement to the machine learning model itself.",722,65,1.95
9852231,0.85,high,"The claim applies established machine learning techniques (label propagation, iterative training, probability-based sparsity approximation) to a distributed graph environment without disclosing any improvement to the underlying model architecture, loss function, or training procedure.",567,67,1.84
9563705,0.95,high,"The claim applies established machine learning techniques (calculating popularity scores, adjusting based on nascency, category adjustments) to a new data environment (search result ranking for products) without disclosing any improvement to the machine learning model itself.",839,70,1.95
9589013,0.85,high,"The claim applies established keyword extraction and rule-based selection to communication messages without disclosing any improvement to the underlying machine learning model, architecture, or training procedure.",515,55,1.56
9607009,0.85,high,"The claim applies established machine learning techniques (topic identification, hashing, indexing) to a new data environment (branding topics with color) without disclosing any improvement to the machine learning models themselves.",561,64,1.74
9824606,0.85,high,"The claim applies established machine learning techniques (e.g., capturing behavior, matching to a set, selecting actions based on a value, monitoring response, and dynamically adjusting selection) to a new data environment (child behavior reinforcement with interactive devices) without disclosing any technological improvement to the machine learning model itself.",1044,84,2.16
9667690,0.85,high,The claim applies established facial recognition and probability adjustment techniques to a new data environment (identifying subjects from images captured by a first device using identifiers from nearby devices) without disclosing any improvement to the machine learning model itself.,602,68,2.08
9639815,0.15,medium,"The claim recites a specific technological improvement to process state management in an EI framework, including real-time tracking, analysis, comparison, and alteration of execution based on a preferred state, which goes beyond merely applying established ML to a new data environment.",645,73,2.03
9715549,0.85,high,"The claim applies established machine learning techniques (adaptive topic monitoring, updating, and reorganizing based on relevancy) to a new data environment (e-commerce purchase history) without disclosing any technological improvement to the model itself.",721,68,2.63
9633003,0.85,high,The claim applies established machine learning techniques (textual analysis to compute a numeric score) to a new data environment (validating consistency between quantitative and textual evaluations) without disclosing any improvement to the machine learning model itself.,530,68,1.67
9666182,0.85,high,"The claim applies established machine learning techniques (automatic speech recognition, bootstrap model, language model generation) to a new data environment (utterance data without manual transcription, text mined from a website) without disclosing any improvement to the model architecture, loss function, training procedure, representation, or sampling method.",469,85,2.24
9652294,0.85,high,"The claim applies established machine learning techniques (e.g., accessing historical processing data, determining priority based on historical execution statistics) to a new data environment (cross-platform workload processing) without disclosing any technological improvement to the machine learning model itself.",684,72,2.03
9848778,0.85,high,"The claim applies established machine learning techniques (forward computational procedure, electrocardiogram algorithm with operational rules) to a new data environment (serum potassium concentration detection from EMG/ECG sensors) without disclosing any technological improvement to the model itself.",705,74,1.91
9710371,0.85,high,The claim applies established matrix weighting and clustering techniques to software failure data without disclosing any improvement to the machine learning model itself.,472,49,1.52
9594983,0.85,high,"The claim applies established machine learning techniques (backpropagation, convolutional neural network) to a new data environment (point of sale system in a retail store) without disclosing any improvement to the model architecture, loss function, or training procedure.",512,72,2.38
9535718,0.85,high,"The claim applies established techniques (monitoring pointer movements, identifying gestures, maintaining quantities, generating weighted cumulative scores) to a new data environment (non-monolithic website with external content) without disclosing any technological improvement to the underlying machine learning or data processing models.",682,76,2.21
9619752,0.85,high,"The claim applies established machine learning techniques (pattern calculation, correlation, and application) to high frequency data sets without disclosing any improvement to the machine learning model itself, such as a new architecture or training procedure.",501,66,1.86
9843560,0.85,high,The claim applies established machine learning (updating a firewall rule learning engine with validation results) to a new data environment (firewall rule validation) without disclosing any technological improvement to the model itself.,549,64,1.89
9736638,0.85,high,"The claim applies established machine learning techniques (context parameter map, discriminative ability, expected gain) to a new data environment (mobile station sensor signals for location estimation) without disclosing any technological improvement to the machine learning model itself.",509,70,1.69
9805321,0.85,high,"The claim applies established machine learning techniques (building a model, scoring, ranking) to a new data environment (eco score analytics for energy programs) without disclosing any technological improvement to the model itself, as it only describes generic components like a factor profile initiator and scoring module.",686,80,2.19
9547832,0.85,high,"The claim applies established natural language processing and semantic analysis techniques to calculate a commitment score for event attendance, without disclosing any improvement to the underlying machine learning models.",649,56,2.11
9844725,0.1,high,"The claim recites a specific technological improvement to plan management and execution in a distributed computing environment, not merely applying established ML to a new domain.",553,53,1.47
9742878,0.1,high,"The claim recites a specific technological improvement to network device driver management by distinguishing between remote and local nodes and building different interfaces (TCP-based vs. non-TCP-based) accordingly, which is a technical solution to inter-node communication in a cluster, not merely applying established ML to a new data environment.",582,84,2.67
9588793,0.15,high,"The claim recites a specific technological improvement to virtual machine provisioning by using snapshot simulation and efficiency comparison, which is not merely applying established ML to a new domain.",511,56,1.92
9653070,0.15,high,"The claim recites a specific hardware circuit with dedicated logic stages (first stage computing sum of difference squared, second stage with multipliers, pair-wise summation stages) and a score selection block implementing logarithmic summation and recursive selection, which are technological improvements to the GMM hardware architecture itself, not merely applying established ML to a new data environment.",815,90,2.48
9710730,0.85,high,"The claim applies established machine learning (regression forest) to a new data environment (medical image registration) without disclosing a technological improvement to the model itself, as it merely uses a regression forest trained to produce probability maps and optimizes an energy function with standard terms like KL divergence and entropy.",657,83,2.24
9704020,0.85,high,"The claim applies established machine learning techniques (facial recognition, model training) to a new data environment (event video with time-windowed information) without disclosing any technological improvement to the model itself.",597,65,2.58
9594850,0.85,high,"The claim applies established machine learning techniques (user-specific semantic information extraction and query development) to a new data environment (stored content and interactions data) without disclosing any technological improvement to the model itself, such as a new architecture or training procedure.",589,74,1.96
9542434,0.85,high,The claim applies established machine learning concepts like entropy and confidence scoring to a data enrichment system without disclosing any specific technological improvement to the underlying models.,552,53,1.71
9710695,0.85,high,"The claim applies established machine learning techniques (auto-encoder, neural network with reconstructive and analytic aspects, mixture model) to a new data environment (pathology images) without disclosing any specific technological improvement to the model architecture, loss function, training procedure, or representation.",546,79,2.27
9805031,0.85,high,"The claim applies established machine learning techniques (detecting implicit user behaviors, thresholding) to a new data environment (cross-language query translation) without disclosing any improvement to the machine learning model itself.",657,64,1.94
9720732,0.85,high,The claim applies established machine learning techniques (selecting parameter values and resources based on execution history and performance characteristics to optimize constraints) to a new data environment (provider network resource management) without disclosing any improvement to the machine learning model itself.,582,72,2.22
9830557,0.85,high,"The claim applies established NLP and machine learning techniques (vector creation, hypothesis testing, gradient calculation, NLP algorithm) to the new data environment of an expert corpus set without disclosing any specific technological improvement to the underlying models.",662,68,1.78
9659238,0.85,high,"The claim applies established machine learning techniques (feature extraction using HOG differences, object classification, adaptation, calibration with location/size likelihoods) to a new data environment (video object classification) without disclosing any specific technological improvement to the machine learning models themselves.",622,76,2.08
9729494,0.85,high,The claim applies established machine learning techniques (scoring based on interaction data) to a new data environment (social networking groups) without disclosing any technological improvement to the model itself.,601,60,1.67
